"unnamed:_0.1","session_id","initiator","start_time","end_time","collaborate_primary","collaborate_secondary","independent_primary","independent_secondary","task_distribution","task_transition","independent_distraction","collaboration_on_distraction","modality","task_allo_and_plann","provision_of_handover_information","info_sharing_and_situ_assess","escalation","information_requesting","responding_to_request","agreement","comparison","unnamed:_0","utterance_id","conversation_id","text","duration","receiver","location","priority","communication_type","stage_based_on_num_of_student","stage_based_on_scenario"
376,149,"green",1030,1034,0,0,0,0,0,1,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA
377,149,"green",1035,1036,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA
378,149,"red",1035,1091,0,0,1,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA
379,149,"green",1037,1052,0,0,1,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA
380,149,"green",1048.862,1051.862,0,0,0,0,0,0,0,0,"dialogue",0,0,1,0,0,0,0,"low",1658,185,72,"The lid to cap it off .",3,"red","cabinet blue","secondary","information sharing","2. four students",NA
381,149,"red",1050.142,1055.842,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,1,0,"low",1659,186,72,"Yes, that's the thing, I can't find it. I don't think we have it here .",5.7,"green","cabinet blue","secondary","responsing to request","2. four students",NA
382,149,"green",1053,1056,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA
383,149,"green",1057,1062,0,0,1,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA
384,149,"blue",1058,1062,0,0,0,0,0,1,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
385,149,"green",1059.642,1066.662,0,0,0,0,0,0,0,0,"dialogue",1,0,1,0,0,0,0,"low",1660,187,72,"No, we got . That was all in. That was already here . You know what, I'm just going to open the needle and I'll give you the lid and you put it on .",7.02,"red","cabinet blue","secondary","task allocation,disagreement,information sharing","2. four students",NA
386,149,"yellow",1062,1063,0,0,0,0,0,1,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
387,149,"blue",1063,1068,0,1,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
388,149,"green",1063,1065,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA
389,149,"yellow",1064,1065,0,0,0,1,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
390,149,"green",1066,1091,0,0,1,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA
391,149,"yellow",1066,1068,0,0,0,0,0,1,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
392,149,"red",1068.402,1069.222,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"low",1661,188,72,"Very dodgy.",0.82,"green","cabinet blue","secondary",NA,"2. four students",NA
393,149,"blue",1069,1070,1,0,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
394,149,"yellow",1069,1070,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
395,149,"blue",1071,1085,0,1,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA
396,149,"yellow",1071,1085,0,0,0,0,0,1,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
397,149,"green",1072.182,1072.942,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,0,0,"low",1662,189,72,"This one or this ?",0.76,"red","cabinet blue","secondary","information requesting","2. four students",NA
398,149,"red",1074.562,1078.222,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,1,0,"low",1663,190,72,"Where's the sharp end ? No, just that one .",3.66,"green","cabinet blue","secondary","responsing to request,information requesting","2. four students",NA
399,149,"blue",1074.622,1077.902,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"low",1757,284,77,"Hi, could you put me through to Ruth's doctor.",3.28,"phone","phone","secondary",NA,"2. four students",NA
400,149,"green",1079.282,1080.802,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"low",1664,191,72,"Oh.",1.52,"red","cabinet blue","secondary",NA,"2. four students",NA
401,149,"red",1080.082,1084.322,0,0,0,0,0,0,0,0,"dialogue",0,0,1,0,1,0,0,"low",1665,192,72,"Isn't that better ? because we have the cap .",4.24,"green","cabinet blue","secondary","information requesting,information sharing","2. four students",NA
402,149,"green",1082.562,1082.942,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,1,0,"low",1666,193,72,"Yes .",0.38,"red","cabinet blue","secondary","responsing to request","2. four students",NA
403,149,"blue",1083.342,1091.932,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"low",1758,285,77,"Hi, I just checked her obs and the only vital sign that's concerning me is her resp rate it's ten breaths per minute. It's a bit low.",8.59,"phone","phone","secondary",NA,"2. four students",NA
404,149,"blue",1086,1095,1,0,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA
405,149,"yellow",1086,1095,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
406,149,"green",1092,1092,0,0,0,1,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
407,149,"red",1092,1095,0,0,0,1,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA
408,149,"green",1093,1093,0,0,0,0,0,1,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
409,149,"green",1094,1095,0,0,0,1,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA
410,149,"red",1095.522,1097.762,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,0,0,"low",1667,194,72,"Do we have the priming line ?",2.24,"green","cabinet yellow","secondary","information requesting","2. four students",NA
411,149,"green",1095.962,1096.362,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,1,"low",1668,195,72,"All right .",0.4,"red","cabinet yellow","secondary","agreement","2. four students",NA
412,149,"blue",1096,1110,0,1,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA
413,149,"green",1096,1098,0,0,1,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA
414,149,"red",1096,1100,0,0,1,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA
415,149,"yellow",1096,1110,0,0,0,0,0,1,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
416,149,"green",1097.922,1101.142,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,1,0,"low",1669,196,72,"Priming line. I got the pack .",3.22,"red","cabinet yellow","secondary","responsing to request","2. four students",NA
417,149,"green",1099,1100,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA
418,149,"blue",1100.582,1107.482,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"low",1759,286,77,"No, I think. Yes, I'll get right back to you. Sorry. Thanks. It's all right. Thank you.",6.9,"phone","phone","secondary",NA,"2. four students",NA
419,149,"green",1101,1101,0,0,0,0,0,1,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
420,149,"red",1101,1101,0,0,0,1,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
421,149,"green",1102,1105,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA
422,149,"red",1102,1106,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA
423,149,"red",1105.242,1114.522,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"low",1670,197,72,"Hi Imani, we're just back with your antibiotics. We're just going to double check it, yes so one gram.",9.28,"patient","bed1","secondary",NA,"2. four students",NA
424,149,"green",1106,1107,0,0,1,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA
425,149,"red",1107,1107,0,0,1,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
426,149,"green",1108,1109,0,0,0,1,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA
427,149,"red",1108,1108,0,0,0,1,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
428,149,"red",1109,1109,0,0,0,0,0,1,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
429,149,"green",1110,1113,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA
430,149,"red",1110,1111,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA
431,149,"blue",1111,1112,1,0,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
432,149,"yellow",1111,1114,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
433,149,"red",1112,1134,0,0,1,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA
434,149,"blue",1112.722,1116.342,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"low",1760,287,78,"I'm going to do the obs.",3.62,"patient","bed4","primary",NA,"2. four students",NA
435,149,"blue",1113,1114,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,78,NA,NA,NA,NA,NA,NA,NA,NA
436,149,"green",1114,1134,0,0,1,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA
437,149,"green",1114.262,1115.362,0,0,0,0,0,0,0,0,"dialogue",0,0,1,0,0,0,0,"low",1671,198,72,"One gram injection .",1.1,"red","bed1","secondary","information sharing","2. four students",NA
438,149,"blue",1115,1117,0,0,0,0,0,1,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,78,NA,NA,NA,NA,NA,NA,NA,NA
439,149,"yellow",1115,1116,0,0,0,0,0,1,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
440,149,"red",1116.242,1118.252,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"low",1672,199,72,"Check it. All the.",2.01,"green","bed1","secondary",NA,"2. four students",NA
441,149,"yellow",1117,1253,0,1,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA
442,149,"blue",1118,1126.902,0,1,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,78,NA,NA,NA,NA,NA,NA,NA,NA
443,149,"blue",1120.462,1126.902,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"low",1761,288,78,"Okay, Ruth, I'm just going to do a set of vital signs on you. Is that okay? Yes.",6.44,"patient","bed4","primary",NA,"2. four students",NA
444,149,"yellow",1125.122,1127.482,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"low",1762,289,79,"Hi, is this Alex?",2.36,"phone","phone","secondary",NA,"2. four students",NA
445,149,"red",1125.462,1129.802,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"low",1673,200,72,"Imani, can you tell me your full name and date of birth?",4.34,"patient","bed1","secondary",NA,"2. four students",NA
442,149,"blue",1126.902,1132.402,0,1,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
446,149,"yellow",1131.142,1138.062,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"low",1763,290,79,"I would like to talk to Alex please, Bailey's next of kin on bed two.",6.92,"phone","phone","secondary",NA,"2. four students",NA
447,149,"red",1131.782,1133.402,0,0,0,0,0,0,0,0,"dialogue",1,0,0,0,0,0,0,"low",1674,201,72,"Can you read the patient label ?",1.62,"green","bed1","secondary","task allocation","2. four students",NA
448,149,"blue",1132.402,1134.882,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,0,0,"low",1771,298,80,"Can I take this ?",2.48,"red","bed1","secondary","information requesting","2. four students",NA
442,149,"blue",1132.402,1138,0,1,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA
449,149,"green",1135,1154,0,0,0,1,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA
450,149,"red",1135,1141,0,0,0,1,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA
451,149,"green",1136.262,1137.642,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,1,0,"low",1675,202,72,"It is three, nine, three, A .",1.38,"red","bed1","secondary","responsing to request","2. four students",NA
452,149,"blue",1139,1141,0,0,0,0,0,1,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA
453,149,"red",1140.362,1140.882,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,1,0,"low",1772,299,80,"Yes .",0.52,"blue","bed1","secondary","responsing to request","2. four students",NA
450,149,"red",1140.362,1140.882,0,0,0,1,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA
454,149,"green",1140.812,1144.632,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,1,0,"low",1676,203,72,"Wait, no . O, two, eight, four, seven, nine. That's the number .",3.82,"red","bed1","secondary","responsing to request,disagreement","2. four students",NA
455,149,"blue",1142,1145,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA
456,149,"red",1142,1145,0,0,1,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA
457,149,"yellow",1144.482,1154.662,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"low",1764,291,79,"Hi Alex, I'm calling you about Bailey French. She's due for an appendectomy in 30 minutes, just calling to notify you.",10.18,"phone","phone","secondary",NA,"2. four students",NA
458,149,"blue",1146,1146,0,0,0,0,0,1,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
459,149,"red",1146,1154,0,0,0,1,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA
460,149,"blue",1147,1188.862,0,1,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA
461,149,"red",1147.462,1149.802,0,0,0,0,0,0,0,0,"dialogue",0,0,1,0,0,0,0,"low",1677,204,72,"It should be 7945 on there .",2.34,"green","bed1","secondary","information sharing","2. four students",NA
462,149,"blue",1147.482,1147.922,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"low",1773,300,80,"Okay.",0.44,"patient","bed4","primary",NA,"2. four students",NA
463,149,"green",1149.902,1151.142,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"low",1678,205,72,"That's not right .",1.24,"red","bed1","secondary","disagreement","2. four students",NA
464,149,"blue",1154.282,1158.102,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"low",1774,301,80,"Okay, I'm just going to put this on your finger. Okay? Okay Ruth.",3.82,"patient","bed4","primary",NA,"2. four students",NA
465,149,"green",1155,1169,0,0,1,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA
466,149,"red",1155,1169,0,0,1,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA
467,149,"green",1157.282,1159.022,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,0,0,"low",1679,206,72,"Is this for Imani ? Yes, it is.",1.74,"red","bed1","secondary","information requesting","2. four students",NA
468,149,"yellow",1157.742,1161.122,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"low",1765,292,79,"If there's any other changes I'll let you know.",3.38,"phone","phone","secondary",NA,"2. four students",NA
469,149,"red",1158.622,1159.262,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,1,0,"low",1680,207,72,"Yes .",0.64,"green","bed1","secondary","responsing to request","2. four students",NA
470,149,"green",1159.692,1164.972,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,1,0,"low",1681,208,72,"O, two, eight, four, seven, nine . That's a wrong number . What's this one say ?",5.28,"red","bed1","secondary","responsing to request,disagreement,information requesting","2. four students",NA
471,149,"red",1165.602,1170.582,0,0,0,0,0,0,0,0,"dialogue",1,0,0,0,0,0,0,"low",1682,209,72,"02, okay just tell me her date of birth and full name .",4.98,"green","bed1","secondary","task allocation","2. four students",NA
472,149,"green",1165.682,1166.402,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,1,0,"low",1683,210,72,"Imani Olo [?",0.72,"red","bed1","secondary","responsing to request","2. four students",NA
473,149,"green",1169.482,1172.422,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,1,0,"low",1684,211,72,"Yes. Date of birth, 10th of 11th, 1971 .",2.94,"red","bed1","secondary","responsing to request","2. four students",NA
474,149,"green",1170,1176,0,0,0,1,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA
475,149,"red",1170,1176,0,0,0,1,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA
476,149,"red",1172.402,1179.442,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,1,"low",1685,212,72,"Yes, okay . 10th of the 11 .",7.04,"green","bed1","secondary","agreement,checking-back","2. four students",NA
477,149,"green",1176.162,1179.292,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,1,"low",1686,213,72,"Yes . 11th of 10th .",3.13,"red","bed1","secondary","agreement,checking-back","2. four students",NA
478,149,"green",1177,1220,0,0,1,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA
479,149,"red",1177,1217,0,0,1,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA
480,149,"green",1183.062,1184.962,0,0,0,0,0,0,0,0,"dialogue",0,0,1,0,0,0,0,"low",1687,214,72,"It does not say if she's .",1.9,"red","bed1","secondary","information sharing","2. four students",NA
481,149,"blue",1183.202,1185.222,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"low",1775,302,80,"Tired.",2.02,"patient","bed4","primary",NA,"2. four students",NA
482,149,"red",1185.182,1186.282,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,0,0,"low",1688,215,72,"Enter, is it ?",1.1,"green","bed1","secondary","information requesting","2. four students",NA
483,149,"green",1187.222,1191.522,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,1,0,"low",1689,216,72,"I mean, this is clearly Imani and .",4.3,"red","bed1","secondary","responsing to request","2. four students",NA
484,149,"blue",1187.522,1188.862,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"low",1776,303,80,"Can put this one in your ear.",1.34,"patient","bed4","primary",NA,"2. four students",NA
460,149,"blue",1188.862,1210.262,0,1,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
485,149,"yellow",1190.382,1193.142,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"low",1766,293,79,"Hi, can I please get a medical officer?",2.76,"phone","phone","secondary",NA,"2. four students",NA
486,149,"red",1191.302,1197.262,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,0,0,"low",1690,217,72,"How do you scan it ?",5.96,"green","bed1","secondary","information requesting","2. four students",NA
487,149,"green",1197.322,1199.202,0,0,0,0,0,0,0,0,"dialogue",1,0,0,0,1,0,0,"low",1691,218,72,"We'll scan her . Do we have a scanner on the side ?",1.88,"red","bed1","secondary","task allocation,information requesting","2. four students",NA
488,149,"yellow",1197.902,1200.602,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"low",1767,294,79,"Bed two, Bailey French, I'm her nurse.",2.7,"phone","phone","secondary",NA,"2. four students",NA
489,149,"red",1199.182,1200.862,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,1,0,"low",1692,219,72,"Medication barcode number, no we don't have a scanner .",1.68,"green","bed1","secondary","responsing to request","2. four students",NA
490,149,"green",1200.482,1202.242,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,0,0,"low",1693,220,72,"What's the barcode number ? It is.",1.76,"red","bed1","secondary","information requesting","2. four students",NA
491,149,"red",1203.702,1204.842,0,0,0,0,0,0,0,0,"dialogue",0,0,1,0,0,0,0,"low",1694,221,72,"Oh this one I got it .",1.14,"green","bed1","secondary","information sharing","2. four students",NA
492,149,"green",1205.682,1206.202,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,1,"low",1695,222,72,"Okay, yes .",0.52,"red","bed1","secondary","agreement","2. four students",NA
493,149,"red",1208.022,1211.142,0,0,0,0,0,0,0,0,"dialogue",1,0,0,0,0,0,1,"low",1696,223,72,"Wait, we need to do that first and then administer , yes .",3.12,"green","bed1","secondary","agreement,planning","2. four students",NA
494,149,"blue",1210.262,1216.652,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,0,0,"low",1780,307,83,"the numbers, are they supposed to come up ? Aren't you supposed to ask ?",6.39,"red","bed1","secondary","information requesting","2. four students",NA
460,149,"blue",1210.262,1211,0,1,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA
495,149,"blue",1212,1212,0,0,0,0,0,1,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
496,149,"blue",1213,1219,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA
497,149,"red",1215.642,1216.272,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,0,0,"low",1781,308,83,"The numbers ?",0.63,"blue","bed1","secondary","information requesting","2. four students",NA
479,149,"red",1215.642,1217,0,0,1,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA
498,149,"blue",1216.652,1217.382,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,0,0,"low",1782,309,83,"Oh, do you have to .?",0.73,"red","bed1","secondary","information requesting","2. four students",NA
499,149,"red",1216.962,1218.702,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,0,0,"low",1783,310,83,"Is Mediclick on there .",1.74,"blue","bed1","secondary","information requesting","2. four students",NA
500,149,"yellow",1217.382,1219.642,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"low",1768,295,79,"Hi, my patient's not responding.",2.26,"phone","phone","secondary",NA,"2. four students",NA
501,149,"blue",1217.702,1219.932,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,0,0,"low",1784,311,83,"What am I doing ?",2.23,"red","bed1","secondary","information requesting","2. four students",NA
502,149,"red",1218,1221,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA
502,149,"red",1218,1218.702,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA
503,149,"green",1218.422,1219.942,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,0,0,"low",1697,224,72,"So, the check is done? Is it ?",1.52,"red","bed1","secondary","information requesting","2. four students",NA
504,149,"blue",1220,1275,0,1,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,81,NA,NA,NA,NA,NA,NA,NA,NA
505,149,"red",1220.222,1221.982,0,0,0,0,0,0,0,0,"dialogue",1,0,0,0,0,0,0,"low",1698,225,72,"No , I need to put that in there .",1.76,"green","bed1","secondary","task allocation,disagreement","2. four students",NA
506,149,"green",1221,1222,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA
507,149,"green",1221.442,1223.882,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,0,1,"low",1699,226,72,"Oh, you need to set up the whole IV thing ? All right .",2.44,"red","bed1","secondary","agreement,information requesting","2. four students",NA
508,149,"red",1222,1242,0,0,1,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA
509,149,"green",1223,1236,0,0,1,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA
510,149,"red",1223.072,1223.442,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,1,0,"low",1700,227,72,"Yes .",0.37,"green","bed1","secondary","responsing to request","2. four students",NA
511,149,"red",1225.882,1227.062,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,1,0,"low",1701,228,72,"Goes in there, yes .",1.18,"green","bed1","secondary","responsing to request","2. four students",NA
512,149,"yellow",1228.522,1229.902,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"low",1769,296,79,"Yes, I'd like to call a code blue.",1.38,"phone","phone","secondary",NA,"2. four students",NA
513,149,"green",1237,1238,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA
